Sesso;Standard studio;Tipo istituto (school  / College );Numero Fratelli;Lavoro padre;Lavoro madre;Tipo esame universitario;Prestazione esame universitario prima elencato;Prestazioni inglese;Prima COVID-19 numero ore autoapprendimento;Durante COVID-19 numero ore autoapprendimento;Apprendimento durante covid ore online;"Ore totali di apprendimento online con istruzione ( Insegnamento )
";Parere sull'integrazione delle TIC (Information Communication Technology);Parere le TIC possono contrastare la carenza nell'apprendimento tradizionale;Opinione le TIC hanno un impatto sulla tua vita quotidiana;Opinione La tecnologia ha cambiato il modo in cui comunichi con i tuoi insegnanti;"Parere L'integrazione delle TIC può elevare gli standard educativi
";"Parere le TIC hanno migliorato la comunicazione tra insegnanti e studenti
";"Parere L'istruzione abilitata alle TIC è un buon complemento alla comunicazione faccia a faccia
";"Cambiamenti TIC Gli insegnanti usano WhatsApp per insegnare e ti incoraggiano a usare le TIC per l'apprendimento.
";"Cambiamenti TIC L'insegnante condivide contenuti elettronici per la lettura supplementare utilizzando WhatsApp
";Cambiamenti  TIC Gli insegnanti consentono l'invio di compiti tramite WhatsApp.;"Cambiamenti  TIC I gruppi elettronici all'interno della classe vengono utilizzati per fare annunci e organizzare riunioni.
";Cambiamenti TIC WhatsApp ha permesso l'interazione con gli studenti che studiano in altre università tramite Internet.; Cambiamenti  TIC WhatsApp consente il contatto con insegnanti e studenti 24 ore su 24, 7 giorni su 7, per le attività legate allo studio; Cambiamenti TIC La frequenza di interazione con gli insegnanti è aumentata a causa di WhatsApp; Cambiamenti  TIC WhatsApp ti aiuta a superare le inibizioni per interagire con insegnanti e studenti; CambiamentI TIC WhatsApp ti aiuta a documentare e condividere materiali didattici;  Ostacolo mancanza di tempo all'integrazione delle ICT nel processo di insegnamento-apprendimento; Ostacolo pressione del programma all'integrazione delle ICT nel processo di insegnamento-apprendimento; Ostacolo incapicità dell'infrastruttura all'integrazione delle ICT nel processo di insegnamento-apprendimento; Ostacolo dipendenza della tecnologia all'integrazione delle ICT nel processo di insegnamento-apprendimento; Ostacolo interazione faccia a faccia all'integrazione delle ICT nel processo di insegnamento-apprendimento; Ostacolo costoso all'integrazione delle ICT nel processo di insegnamento-apprendimento; Ostacolo inaffidabilità dei contenuti online all'integrazione delle ICT nel processo di insegnamento-apprendimento; Ostacolo connesione all'integrazione delle ICT nel processo di insegnamento-apprendimento;Svantaggi dell'uso delle TIC per l'insegnamento e l'apprendimento [Dipendenza dalla tecnologia];Svantaggi dell'uso delle TIC per l'insegnamento e l'apprendimento [Non interagire faccia a faccia con le persone];Svantaggi dell'uso delle TIC per l'insegnamento e l'apprendimento [Stress];Svantaggi dell'uso delle TIC per l'insegnamento e l'apprendimento [Aumenta le spese];Svantaggi dell'uso delle TIC per l'insegnamento e l'apprendimento [sovraccarico di informazioni];"4.Svantaggi dell'utilizzo delle TIC per l'insegnamento e l'apprendimento [Gli insegnanti non sanno se gli studenti utilizzano WhatsApp per motivi personali]
";;;;;;
Male;5-8;Public;No ( 0 );Service;House wife;Science;Excellent;Excellent;less than  4 hrs;4-7 hrs;40 minutes;less than 4 hrs;Agree;Neither;Agree;Agree;Agree;Agree;Neither;Agree;Agree;Strongly Agree;Neither;Agree;Neither;Agree;Agree;Agree;Agree;Neither;Neither;Agree;Disagree;Neither;Neither;Neither;Agree;Neither;Neither;Agree;Neither;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;Two;Service;House wife;Technical;Excellent;Excellent;less than  4 hrs;4-7 hrs;less than 4 hrs;less than 4 hrs;Strongly Agree;Strongly Agree;Agree;Agree;Strongly Agree;Agree;Neither;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither;Neither;Agree;Agree;Strongly Agree;Neither;Neither;Neither;Strongly agree;Strongly agree;Neither;Agree;Strongly agree;Strongly agree;Strongly agree;Neither;Agree;Strongly agree;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Technical;Average;Average;less than  4 hrs;less than  4 hrs;less than 4 hrs;less than 4 hrs;Strongly Agree;Agree;Disagree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neither;Agree;Agree;Agree;Agree;Neither;Neither;Agree;Agree;Neither;Disagree;Neither;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Agree;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;Two;Service;House wife;Technical;Below Average;Average;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Agree;Agree;Agree;Agree;Agree;Disagree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neither;Agree;Agree;Neither;Agree;Agree;Agree;Agree;Agree;Neither;Agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Technical;Average;Average;4-7 hrs;less than  4 hrs;4-7 hrs;less than 4 hrs;Strongly Agree;Agree;Agree;Neither;Agree;Neither;Strongly Agree;Neither;Agree;Neither;Disagree;Neither;Neither;Agree;Strongly Agree;Strongly Agree;Agree;Neither;Agree;Agree;Agree;Neither;Agree;Strongly agree;Agree;Strongly agree;Agree;Strongly agree;Agree;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Public;One;Free;House wife;Technical;Good;Good;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Agree;Strongly Agree;Agree;Agree;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Strongly agree;Agree;Neither;Agree;Strongly agree;Strongly agree;Strongly agree;Agree;Strongly agree;Agree;Agree;Strongly agree;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;No ( 0 );Others;Service;Technical;Good;Average;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Strongly Disagree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;House wife;Technical;Average;Average;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Neither;Agree;Strongly Agree;Strongly Agree;Agree;Neither;Agree;Agree;Neither;Neither;Neither;Agree;Agree;Agree;Neither;Strongly Agree;Strongly agree;Agree;Agree;Neither;Agree;Agree;Neither;Agree;Agree;Agree;Neither;Neither;Agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Public;One;Free;House wife;Science;Good;Average;less than  4 hrs;less than  4 hrs;above 7 hrs;above 7 hrs;Agree;Neither;Agree;Agree;Neither;Disagree;Agree;Neither;Neither;Agree;Agree;Agree;Agree;Disagree;Neither;Agree;Neither;Agree;Agree;Neither;Agree;Neither;Neither;Agree;Neither;Agree;Disagree;Agree;Neither;Neither;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;Two;Service;House wife;Technical;Average;Average;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Neither;Disagree;Strongly Agree;Strongly Agree;Strongly Disagree;Agree;Disagree;Agree;Disagree;Strongly Agree;Strongly Agree;Neither;Strongly Agree;Strongly Agree;Agree;Neither;Neither;Agree;Agree;Agree;Strongly agree;Neither;Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Neither;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;House wife;Technical;Average;Average;less than  4 hrs;less than  4 hrs;above 7 hrs;above 7 hrs;Neither;Neither;Strongly Agree;Strongly Agree;Neither;Neither;Neither;Agree;Neither;Agree;Agree;Agree;Neither;Neither;Neither;Agree;Agree;Neither;Neither;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;Two;Others;House wife;Technical;Average;Average;4-7 hrs;above 7 hrs;less than 4 hrs;4-7 hrs;Agree;Agree;Agree;Strongly Agree;Agree;Agree;Disagree;Neither;Agree;Agree;Neither;Agree;Agree;Agree;Agree;Agree;Agree;Strongly agree;Agree;Strongly agree;Strongly agree;Agree;Neither;Strongly agree;Agree;Agree;Strongly agree;Agree;Agree;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;Over four;Others;House wife;Commerce;Good;Good;less than  4 hrs;4-7 hrs;above 7 hrs;4-7 hrs;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Neither;Disagree;Disagree;Neither;Neither;Disagree;Disagree;Neither;Agree;Agree;Neither;Agree;Neither;Neither;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Public;One;Others;House wife;Technical;Good;Average;less than  4 hrs;less than  4 hrs;less than 4 hrs;less than 4 hrs;Agree;Agree;Agree;Agree;Agree;Agree;Neither;Agree;Agree;Neither;Agree;Neither;Agree;Agree;Neither;Agree;Agree;Agree;Agree;Agree;Agree;Neither;Strongly agree;Agree;Agree;Agree;Neither;Neither;Agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;House wife;Technical;Good;Good;less than  4 hrs;less than  4 hrs;above 7 hrs;4-7 hrs;Strongly Agree;Agree;Disagree;Disagree;Agree;Agree;Strongly Disagree;Agree;Agree;Agree;Agree;Agree;Disagree;Disagree;Disagree;Agree;Agree;Strongly agree;Disagree;Agree;Agree;Neither;Disagree;Disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Agree;;;;;;
Male;9-12;Private;One;Service;House wife;Science;Average;Good;4-7 hrs;less than  4 hrs;less than 4 hrs;less than 4 hrs;Agree;Agree;Neither;Neither;Neither;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;House wife;Technical;Average;Average;less than  4 hrs;4-7 hrs;above 7 hrs;above 7 hrs;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;Three;Service;House wife;Technical;Average;Good;4-7 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Agree;Neither;Neither;Disagree;Neither;Disagree;Disagree;Neither;Agree;Disagree;Agree;Agree;Neither;Neither;Neither;Agree;Neither;Neither;Neither;Disagree;Neither;Neither;Disagree;Neither;Neither;Neither;Disagree;Neither;Disagree;Disagree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;House wife;Technical;Good;Good;4-7 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Agree;Strongly agree;Agree;Strongly agree;Agree;Strongly agree;Agree;Strongly agree;Strongly agree;Agree;Strongly agree;Agree;Strongly agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Technical;Good;Good;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly agree;Strongly agree;Neither;Neither;Agree;Agree;Strongly agree;Strongly agree;Strongly agree;Agree;Strongly agree;Agree;Strongly agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;Two;Service;House wife;Technical;Good;Average;4-7 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Neither;Agree;Strongly Agree;Neither;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly agree;Strongly agree;Agree;Strongly agree;Strongly agree;Neither;Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Neither;Strongly agree;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;Service;Technical;Average;Good;4-7 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Agree;Strongly Agree;Agree;Disagree;Strongly Disagree;Neither;Neither;Neither;Strongly Agree;Agree;Neither;Agree;Disagree;Strongly Agree;Strongly disagree;Agree;Agree;Neither;Agree;Strongly disagree;Neither;Disagree;Neither;Agree;Disagree;Disagree;Disagree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Science;Good;Good;4-7 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Agree;Strongly Agree;Neither;Strongly Agree;Agree;Agree;Strongly Agree;Neither;Strongly Agree;Agree;Strongly Agree;Disagree;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Neither;Agree;Strongly agree;Agree;Agree;Strongly agree;Agree;Agree;Strongly agree;Agree;Strongly agree;Agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Free;House wife;Technical;Average;Good;less than  4 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Strongly agree;Strongly agree;Strongly agree;Agree;Agree;Agree;Strongly agree;Strongly agree;Strongly agree;Agree;Agree;Agree;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;House wife;Technical;Average;Good;less than  4 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;International;One;Service;House wife;Technical;Excellent;Excellent;4-7 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Disagree;Agree;Strongly Agree;Agree;Strongly Agree;Disagree;Strongly Agree;Disagree;Disagree;Strongly Agree;Disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly agree;Strongly agree;Disagree;Strongly agree;Disagree;Strongly agree;Strongly agree;Strongly agree;Disagree;Strongly agree;Disagree;Disagree;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;House wife;Technical;Good;Good;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Agree;Disagree;Agree;Strongly Agree;Neither;Neither;Neither;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neither;Agree;Agree;Agree;Agree;Agree;Neither;Neither;Agree;Agree;Agree;Neither;Neither;Neither;Agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Public;No ( 0 );Service;House wife;Technical;Average;Average;4-7 hrs;4-7 hrs;4-7 hrs;less than 4 hrs;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Disagree;Disagree;Disagree;Agree;Strongly Disagree;Disagree;Disagree;Disagree;Agree;Neither;Agree;Agree;Agree;Disagree;Strongly agree;Agree;Strongly agree;Disagree;Agree;Disagree;Disagree;Disagree;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;No ( 0 );Service;House wife;Technical;Good;Good;4-7 hrs;4-7 hrs;4-7 hrs;less than 4 hrs;Agree;Agree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly agree;Agree;Strongly agree;Agree;Agree;Agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;Three;Service;House wife;Technical;Good;Average;4-7 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Public;No ( 0 );Service;Service;Technical;Average;Good;less than  4 hrs;less than  4 hrs;4-7 hrs;less than 4 hrs;Agree;Strongly Agree;Neither;Strongly Agree;Strongly Disagree;Neither;Agree;Disagree;Neither;Agree;Agree;Neither;Disagree;Disagree;Strongly Disagree;Strongly Disagree;Agree;Strongly agree;Agree;Strongly agree;Agree;Neither;Neither;Agree;Agree;Agree;Agree;Neither;Agree;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;No ( 0 );Service;Service;Technical;Good;Good;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Agree;Agree;Agree;Neither;Agree;Agree;Neither;Neither;Agree;Neither;Disagree;Disagree;Agree;Agree;Neither;Neither;Neither;Neither;Neither;Neither;Neither;Neither;Disagree;Agree;Neither;Neither;Disagree;Neither;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Technical;Good;Excellent;less than  4 hrs;above 7 hrs;above 7 hrs;less than 4 hrs;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly agree;Agree;Strongly agree;Agree;Agree;Disagree;Disagree;Agree;Agree;Agree;Disagree;Disagree;Disagree;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;Service;Science;Excellent;Excellent;less than  4 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Agree;Agree;Neither;Agree;Agree;Neither;Disagree;Agree;Agree;Disagree;Strongly Agree;Neither;Disagree;Disagree;Neither;Disagree;Disagree;Disagree;Disagree;Disagree;Disagree;Disagree;Disagree;Agree;Agree;Strongly agree;Neither;Neither;Neither;Neither;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;Service;Technical;Good;Average;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Neither;Agree;Strongly Disagree;Agree;Disagree;Disagree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly agree;Disagree;Strongly agree;Strongly agree;Agree;Strongly agree;Disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Public;One;Free;House wife;Science;Below Average;Average;4-7 hrs;less than  4 hrs;above 7 hrs;4-7 hrs;Strongly Agree;Agree;Neither;Agree;Agree;Agree;Agree;Agree;Strongly Agree;Strongly Agree;Neither;Strongly Agree;Strongly Agree;Agree;Neither;Agree;Strongly agree;Neither;Strongly agree;Agree;Neither;Strongly agree;Neither;Neither;Strongly agree;Agree;Strongly agree;Neither;Strongly agree;Neither;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;Service;Technical;Good;Good;4-7 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Science;Good;Good;4-7 hrs;less than  4 hrs;above 7 hrs;4-7 hrs;Agree;Agree;Agree;Strongly Disagree;Disagree;Neither;Disagree;Agree;Neither;Neither;Strongly Agree;Neither;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither;Neither;Neither;Neither;Neither;Neither;Neither;Strongly agree;Neither;Neither;Neither;Strongly agree;Neither;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;House wife;Technical;Below Average;Good;less than  4 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither;Agree;Strongly agree;Disagree;Disagree;Agree;Strongly agree;Strongly agree;Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;No ( 0 );Free;Service;Science;Average;Good;4-7 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Disagree;Neither;Agree;Agree;Strongly agree;Agree;Agree;Strongly agree;Agree;Agree;Neither;Agree;Agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;No ( 0 );Free;Service;Technical;Good;Good;4-7 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neither;Agree;Agree;Neither;Agree;Agree;Agree;Neither;Neither;Neither;Agree;Agree;Neither;Agree;Strongly agree;Neither;Agree;Neither;Agree;Agree;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Technical;Average;Good;4-7 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Neither;Strongly Agree;Strongly Agree;Strongly Agree;Disagree;Neither;Strongly Disagree;Agree;Agree;Disagree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Neither;Agree;Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;Three;Service;House wife;Science;Excellent;Good;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Agree;Agree;Agree;Agree;Neither;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Science;Good;Excellent;less than  4 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Neither;Agree;Strongly Disagree;Agree;Agree;Strongly Agree;Agree;Strongly Agree;Disagree;Strongly Disagree;Strongly Agree;Strongly Agree;Strongly Disagree;Agree;Strongly Agree;Disagree;Agree;Agree;Disagree;Strongly disagree;Neither;Strongly disagree;Strongly agree;Disagree;Strongly Disagree;Agree;Strongly agree;Strongly agree;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Technical;Average;Average;4-7 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Neither;Neither;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neither;Agree;Agree;Neither;Agree;Neither;Neither;Neither;Neither;Agree;Agree;Neither;Neither;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;Service;Technical;Below Average;Average;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Agree;Disagree;Strongly Agree;Agree;Disagree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Disagree;Agree;Strongly disagree;Agree;Strongly agree;Agree;Strongly agree;Strongly agree;Strongly agree;Agree;Strongly agree;Agree;Agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;House wife;Technical;Good;Good;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Agree;Neither;Disagree;Strongly Agree;Strongly Disagree;Strongly Agree;Strongly Disagree;Agree;Strongly Disagree;Agree;Neither;Strongly Agree;Neither;Strongly Disagree;Neither;Strongly Agree;Strongly agree;Agree;Strongly agree;Disagree;Neither;Strongly agree;Disagree;Agree;Disagree;Agree;Disagree;Agree;Strongly agree;Strongly Disagree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;House wife;Technical;Excellent;Excellent;4-7 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Strongly Agree;Strongly agree;Neither;Neither;Agree;Agree;Strongly agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Public;No ( 0 );Service;House wife;Science;Average;Good;4-7 hrs;less than  4 hrs;4-7 hrs;above 7 hrs;Strongly Agree;Disagree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Agree;Neither;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither;Agree;Strongly agree;Strongly agree;Neither;Neither;Disagree;Neither;Agree;Strongly agree;Strongly Disagree;Agree;Neither;Agree;Disagree;Neither;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Free;House wife;Science;Excellent;Excellent;less than  4 hrs;less than  4 hrs;above 7 hrs;above 7 hrs;Agree;Agree;Strongly Agree;Agree;Neither;Agree;Agree;Disagree;Agree;Disagree;Agree;Agree;Disagree;Disagree;Disagree;Agree;Disagree;Agree;Disagree;Disagree;Agree;Disagree;Strongly disagree;Strongly agree;Strongly agree;Strongly agree;Disagree;Disagree;Agree;Disagree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;Two;Others;House wife;Technical;Good;Good;4-7 hrs;less than  4 hrs;less than 4 hrs;less than 4 hrs;Agree;Agree;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;;;;;;
